story_id,publish_date,url
4Y5EKH4DLFBGXOOKXIBUBWQ5UQ,2019-01-01T01:48:05Z,/ec/bbc-mundo/2019/01/01/por-que-2019-sera-un-ano-trascendental-para-el-libre-comercio-pese-a-la-guerra-entre-china-y-ee-uu.html
UHKBP3DMPBAVFGHV7UMCVTSBFM,2019-01-01T01:48:38Z,/ec/bbc-mundo/2019/01/01/como-se-decidio-que-enero-sea-el-primer-mes-del-ano.html
2HM2FQF2J5DPHGVUZCACH33NXU,2019-01-01T04:42:37Z,/ec/bbc-mundo/2019/01/01/caso-odebrecht-la-destitucion-de-los-fiscales-encargados-de-investigar-casos-de-corrupcion-en-peru-desata-protestas-en-el-pais.html
D2GUS7Q5LRFFHNVFAFBZAYI6YI,2019-01-01T06:00:35Z,/ec/noticias/2019/01/01/se-empieza-ano-1-enero.html
KKW3PAQXPNBSFBV7EKQV5YAYNQ,2019-01-01T06:21:10Z,/ec/bbc-mundo/2019/01/01/que-es-una-dieta-tecnologica-y-por-que-puede-ser-una-buena-resolucion-de-ano-nuevo.html
XSQVLILK6BH65GBOM7GW7GYUPU,2019-01-01T06:46:26Z,/ec/bbc-mundo/2019/01/01/cual-es-la-mejor-epoca-del-ano-para-tomar-decisiones-cruciales-en-la-vida.html
HWJ4A2MQ4NFUBNQ2IO6UU2MCSI,2019-01-01T08:47:26Z,/ec/bbc-mundo/2019/01/01/pinera-macri-y-bolsonaro-los-3-presidentes-que-voltearon-a-la-derecha-el-tablero-del-poder-en-sudamerica.html
375FHWTPKJAU7O4QYYGI2BHMOU,2019-01-01T08:50:02Z,/ec/bbc-mundo/2019/01/01/ano-nuevo-5-consejos-para-que-esta-vez-si-cumplas-tus-resoluciones.html
BL6PTA777ZBYFNZUPE3B5GU3LI,2019-01-01T09:00:24Z,/ec/estilo-vida/2019/01/01/tips-asi-puedes-prevenir-aliviar-la-resaca-ano-nuevo.html
HRS2RQWP5RCXZDEL7TN3CB4HLM,2019-01-01T10:00:01Z,/ec/entretenimiento/2019/01/01/whatsapp-aprende-enviar-mensaje-fin-ano-muchos-contactos-solo-toque.html
OOUZJ5455RHBZKN33O3JD4FFDA,2019-01-01T10:27:43Z,/ec/bbc-mundo/2019/01/01/gracias-por-el-organo-de-tu-ser-querido-el-agradecimiento-de-una-madre-a-los-familiares-del-donante-que-le-salvo-la-vida.html
4GPUCY3DLVC3PEBAQP42EJM4LQ,2019-01-01T10:30:52Z,/ec/bbc-mundo/2019/01/01/jair-bolsonaro-5-retos-que-enfrenta-brasil-en-2019-la-economia-mas-grande-de-america-latina.html
HVMJRCDIORGBTFSLSM3IQDOXHQ,2019-01-01T10:39:29Z,/ec/bbc-mundo/2019/01/01/revolucion-cubana-3-exitos-y-3-fracasos-del-movimiento-que-inicio-fidel-castro-hace-60-anos.html
